,Text1,Text2,label
74,"[59901, 31888, 16526, 59901, 38901, 69523, 93108, 10535, 752, 791, 13154, 31888, 16526, 59901, 64250, 10535, 764, 36817, 11870, 10289, 59901, 31888, 16526, 55278, 10535, 752, 12437, 777, 10765, 15098, 787, 22887, 17821, 20907, 791, 11294, 11086, 85043, 766, 56760, 24579, 10429, 119, 102]","[59901, 59547, 59901, 38901, 26614, 48762, 788, 100732, 119, 102]",2
75,"[10345, 10689, 10374, 11152, 38078, 10160, 11816, 10189, 10134, 32941, 10189, 10689, 10374, 10114, 45415, 10114, 177, 36110, 13028, 10944, 112, 188, 13086, 10271, 14234, 38078, 102]","[11696, 12172, 10472, 10529, 42819, 10114, 10149, 119, 102]",2
76,"[1413, 22765, 19197, 89969, 80814, 43102, 17405, 117, 46301, 51457, 10216, 10104, 10109, 33502, 21317, 66149, 10112, 10104, 10109, 33502, 15493, 111424, 75784, 111432, 28767, 82275, 31256, 45629, 111431, 28767, 28220, 68458, 30011, 80814, 62904, 22123, 20503, 69365, 110292, 117, 61916, 28229, 102]","[1403, 63709, 63709, 76918, 61888, 16000, 31256, 45629, 111431, 28767, 22765, 60625, 80814, 62904, 22123, 111434, 111424, 55749, 31904, 102]",0
77,"[10188, 25601, 10114, 25601, 113, 19803, 12806, 10440, 25444, 86410, 10116, 117, 10105, 10287, 10482, 12020, 114, 119, 138, 13824, 117, 11850, 25961, 148, 119, 15521, 10106, 10105, 19523, 11962, 11929, 117, 17860, 169, 10326, 14601, 10486, 10108, 72711, 10454, 17339, 32212, 11405, 67779, 44704, 10106, 10105, 14671, 10111, 23763, 15569, 10301, 10178, 21785, 61289, 10160, 10105, 30599, 10108, 70762, 13133, 11195, 119, 102]","[11696, 10212, 103154, 10189, 10105, 14671, 23582, 10336, 11178, 10266, 94409, 119, 102]",2
78,"[82704, 21411, 10241, 10277, 10405, 10277, 59172, 12579, 46068, 119, 102]","[522, 41342, 11347, 10375, 37140, 75353, 48501, 106, 102]",2
79,"[35936, 117, 10192, 18077, 117, 169, 13435, 14368, 119, 102]","[10657, 12796, 107788, 117, 169, 15198, 14368, 119, 102]",0
80,"[10672, 10298, 30126, 11297, 29981, 12507, 117, 10632, 10298, 10329, 10525, 63200, 10106, 138, 10240, 118, 118, 25042, 117, 74212, 117, 10130, 10790, 10848, 16704, 89101, 10136, 10441, 13502, 97086, 85647, 119, 102]","[30126, 11297, 29981, 12507, 13193, 13025, 43664, 28213, 62644, 10115, 65272, 14956, 60526, 72975, 10221, 15826, 85647, 119, 102]",1
81,"[10117, 181, 136, 136, 42169, 113, 13987, 14132, 114, 10124, 10105, 61823, 13170, 10114, 18577, 12166, 10105, 11584, 117, 10473, 10105, 59401, 117, 11408, 10106, 10105, 12185, 10111, 10105, 10684, 22185, 26656, 117, 10301, 12504, 10142, 18084, 10106, 10105, 78327, 10107, 119, 102]","[78392, 10105, 13987, 14132, 10124, 169, 15198, 13170, 10114, 20627, 22185, 11584, 12103, 119, 102]",2
82,"[521, 81802, 48074, 117, 54451, 117, 546, 54950, 530, 32934, 29238, 25987, 10267, 117, 73552, 10122, 106192, 63254, 22271, 117, 16362, 11429, 58184, 85854, 36829, 10521, 10297, 118, 78405, 26658, 89144, 543, 33430, 10122, 10375, 10513, 30318, 42805, 108552, 558, 69080, 74761, 117, 10122, 99187, 10332, 43887, 23137, 19429, 119, 102]","[530, 32934, 29238, 25987, 10267, 10122, 101012, 10409, 105650, 12662, 119, 102]",0
83,"[11696, 10309, 10380, 62452, 10108, 20182, 10189, 10689, 12149, 10271, 10142, 26964, 10261, 10374, 11019, 169, 12606, 47529, 119, 107, 102]","[11696, 26097, 39890, 10189, 10261, 112, 172, 11019, 169, 12606, 47529, 119, 102]",0
84,"[13525, 44810, 866, 14070, 71478, 11208, 55190, 12151, 18321, 53316, 110689, 10412, 13182, 38207, 891, 17110, 13432, 14251, 16791, 10569, 920, 102]","[44810, 866, 14070, 71478, 11208, 55190, 12151, 18321, 53316, 11208, 96597, 35872, 11072, 14265, 70885, 10532, 851, 14018, 97451, 28546, 10532, 11716, 920, 102]",2
85,"[177, 112, 181, 10135, 177, 112, 181, 10106, 10105, 18424, 10133, 11393, 11787, 10111, 14625, 10106, 29188, 10111, 11155, 10124, 169, 13486, 31005, 25032, 10157, 10106, 18873, 10108, 30848, 10111, 13925, 25903, 10108, 10105, 82808, 10189, 10301, 19090, 10114, 10347, 54234, 10531, 11393, 102]","[11723, 10124, 169, 42126, 24074, 10108, 23247, 13501, 10111, 12558, 13824, 59750, 119, 102]",1
86,"[10224, 41249, 10104, 46287, 31694, 10153, 23821, 27971, 10104, 10212, 30619, 90735, 10690, 10406, 10121, 54134, 75166, 27954, 119, 102]","[27294, 46287, 10228, 11406, 63850, 10173, 11573, 96376, 10110, 10109, 27954, 117, 10198, 41249, 46624, 10110, 42497, 10121, 10192, 14645, 12229, 15418, 10133, 37854, 169, 10406, 10121, 24248, 10109, 27954, 117, 10414, 10294, 39190, 10113, 10110, 10125, 16398, 10543, 108717, 119, 102]",1
87,"[77146, 10157, 10111, 10111, 177, 27874, 11951, 12820, 60083, 10741, 177, 16938, 112, 188, 27874, 11951, 10529, 10114, 10149, 42819, 40843, 102]","[13646, 112, 187, 10271, 117, 11951, 12820, 60083, 10741, 117, 13448, 136, 102]",0
88,"[11696, 12185, 16589, 10135, 10105, 13409, 25744, 10155, 13382, 10105, 44253, 10114, 77298, 26228, 117, 10319, 10689, 59220, 10336, 10114, 10455, 11816, 12723, 119, 102]","[11696, 11031, 44253, 10114, 77298, 26228, 10111, 14541, 10271, 12014, 11816, 119, 102]",0
89,"[15523, 10130, 12979, 20722, 16704, 13502, 15457, 117, 11566, 10143, 12979, 10223, 21446, 11270, 46578, 28780, 91240, 117, 34188, 12979, 10515, 33505, 35562, 191, 82424, 102]","[21023, 16292, 23378, 47957, 118, 30126, 117, 11566, 12979, 20722, 16704, 10118, 16984, 117, 10128, 10632, 13289, 119, 102]",0
90,"[12219, 60954, 10171, 18765, 32095, 10142, 36833, 10230, 94452, 117, 35024, 171, 71189, 10336, 23392, 100507, 10107, 10111, 18939, 55425, 10171, 11787, 67190, 10107, 10142, 23602, 36064, 10230, 25090, 21849, 12229, 10425, 30861, 10107, 119, 102]","[12219, 10950, 36630, 10149, 10472, 21484, 18969, 32095, 10345, 11787, 67190, 10107, 10142, 21849, 33989, 67208, 10171, 119, 102]",2
91,"[12219, 84805, 1418, 63667, 26131, 16000, 69365, 37022, 98455, 19197, 111431, 37022, 77654, 31287, 111432, 20507, 22598, 31256, 16000, 22123, 58264, 111432, 111424, 31904, 89969, 111435, 49292, 49292, 17344, 30011, 17344, 111433, 18427, 111431, 96106, 20503, 1403, 111428, 44334, 51752, 78434, 111424, 16000, 111428, 44334, 111431, 31256, 20503, 54699, 18203, 111424, 20507, 49097, 111422, 58077, 28767, 55593, 111424, 22765, 102269, 62904, 102293, 18203, 111424, 20507, 49097, 111424, 96106, 102]","[1452, 22765, 19197, 111432, 65266, 107002, 111435, 81831, 22765, 102269, 53123, 28767, 22765, 43102, 19197, 80814, 111428, 49512, 75890, 24714, 97217, 10280, 1450, 39901, 48207, 22765, 31142, 22765, 102269, 16000, 69365, 37022, 98455, 19197, 111431, 18203, 20503, 31287, 102]",1
92,"[11469, 10455, 15198, 55458, 117, 10261, 112, 187, 11284, 16297, 11345, 13448, 119, 102]","[10357, 10124, 37501, 10189, 10689, 10309, 49148, 119, 102]",0
93,"[27775, 15838, 10271, 25720, 10114, 11760, 150, 10350, 11281, 102207, 17427, 119, 102]","[150, 10350, 11281, 102207, 10134, 52289, 10114, 10347, 11031, 10146, 10105, 57409, 64603, 119, 102]",1
94,"[2866, 3976, 4368, 5715, 7700, 7906, 5718, 4853, 4856, 2146, 102]","[3976, 2080, 2921, 4774, 7700, 5953, 8451, 4580, 102]",0
95,"[16945, 69573, 10129, 15729, 10338, 29981, 42365, 10115, 11500, 59417, 41632, 117, 10496, 10268, 27241, 32050, 16970, 10915, 60863, 10107, 117, 10268, 20021, 92002, 104565, 10206, 119, 102]","[25879, 34256, 45601, 117, 10953, 10242, 11500, 59417, 41632, 10166, 11255, 46671, 21187, 10390, 12724, 14482, 40732, 119, 102]",2
96,"[13518, 103007, 29325, 66117, 19065, 13743, 181, 12964, 20758, 10440, 11471, 60845, 10132, 20021, 12134, 11282, 64639, 24109, 12964, 10132, 50825, 102500, 11233, 29583, 11704, 13384, 45272, 10342, 11586, 119, 102]","[30409, 181, 10991, 10366, 16326, 13055, 182, 10703, 12871, 12134, 12871, 11908, 11037, 13743, 30198, 10116, 10549, 25699, 36573, 10567, 11471, 17226, 102]",1
97,"[10111, 10105, 10684, 40414, 10124, 10105, 18849, 10271, 112, 187, 17122, 11284, 76560, 64040, 10114, 26092, 10271, 10114, 169, 19918, 10165, 102]","[10377, 112, 187, 10262, 16070, 10114, 26092, 10271, 10114, 169, 19918, 10165, 119, 102]",2
98,"[51486, 51036, 149, 53668, 11259, 153, 39272, 30889, 71655, 10731, 118, 38432, 89298, 10107, 10189, 16871, 49756, 10491, 10105, 15498, 101350, 112, 187, 19192, 12103, 10111, 10105, 105309, 113, 13295, 24074, 114, 10301, 25938, 10893, 15378, 12557, 10108, 10105, 15498, 101350, 119, 102]","[138, 21047, 12103, 14368, 10124, 10105, 12504, 30865, 10142, 30455, 10479, 11419, 92385, 10114, 12962, 10114, 10105, 12089, 10108, 10919, 119, 102]",1
99,"[26439, 11211, 117, 71695, 10171, 10105, 11598, 31141, 117, 10319, 12363, 85349, 10108, 169, 26503, 11487, 10108, 34398, 10111, 24210, 54396, 85164, 23608, 10111, 10105, 40347, 10108, 169, 18765, 118, 24944, 13096, 11254, 119, 102]","[26439, 11211, 71695, 10171, 11598, 31141, 119, 102]",0
100,"[10117, 13536, 112, 187, 31842, 117, 10319, 20245, 85947, 10111, 26501, 11587, 10114, 31084, 118, 26342, 41205, 117, 19034, 10393, 169, 13375, 118, 10635, 54131, 119, 102]","[11723, 10124, 169, 13375, 118, 10635, 54131, 10160, 10105, 13536, 112, 187, 31842, 19034, 119, 102]",0
101,"[189, 10237, 11846, 26506, 59881, 11949, 102]","[11704, 10169, 19299, 12286, 19509, 119, 102]",0
102,"[16461, 16188, 16117, 10447, 18540, 10193, 117, 18030, 21629, 20419, 34255, 20438, 16591, 22542, 14557, 11840, 18838, 16184, 28298, 129, 131, 10249, 21712, 119, 102]","[34879, 10601, 27402, 43735, 18030, 21629, 20419, 34255, 49309, 11840, 10536, 10193, 119, 102]",2
103,"[12865, 17367, 10114, 25157, 10160, 10105, 86309, 10189, 11762, 101300, 10230, 24016, 10529, 10142, 169, 15601, 10108, 17850, 117, 11049, 10146, 23056, 10731, 27362, 33400, 21512, 117, 14432, 30381, 117, 11639, 10350, 91788, 10426, 19023, 117, 50420, 11949, 117, 10111, 15722, 10111, 13405, 19316, 119, 102]","[12865, 10944, 27185, 23602, 99772, 10105, 86309, 10108, 10105, 24016, 10135, 50420, 11949, 119, 102]",2
104,"[11023, 12257, 11023, 12257, 11023, 12257, 11206, 12373, 10189, 112, 187, 10105, 13170, 10689, 10689, 20970, 57047, 10950, 16988, 10454, 10473, 26905, 11155, 112, 187, 169, 87202, 19090, 10135, 10106, 11155, 102]","[11723, 10124, 12864, 49166, 10114, 10105, 16004, 119, 102]",0
105,"[10167, 10531, 18586, 117, 10105, 19211, 10114, 10105, 30049, 10165, 10108, 10105, 34605, 11989, 10894, 10347, 14289, 12400, 10169, 10105, 18849, 10108, 30918, 10105, 11424, 119, 102]","[10657, 90837, 11337, 10347, 13507, 10114, 10105, 18849, 10108, 30918, 10105, 11424, 10106, 10531, 13474, 119, 102]",2
106,"[12034, 11155, 10840, 10112, 64207, 12929, 10142, 23005, 10162, 13808, 89644, 10637, 20838, 136, 102]","[14504, 27876, 12929, 10124, 13170, 16683, 13172, 89644, 18309, 119, 102]",1
107,"[10117, 13736, 55911, 16357, 10189, 12172, 10472, 84630, 11222, 10105, 10211, 76484, 10269, 10426, 15138, 24516, 24139, 10169, 169, 14772, 10111, 32342, 11499, 26505, 119, 102]","[10117, 10211, 76484, 10269, 10426, 15138, 16247, 24139, 112, 187, 19634, 10146, 11206, 119, 102]",1
108,"[100, 10064, 3976, 5718, 5910, 5386, 4834, 3828, 4380, 8332, 3626, 8332, 3626, 5718, 4461, 5383, 3792, 10064, 6459, 3976, 5718, 5386, 4834, 2135, 4380, 10064, 3976, 2206, 3031, 2079, 7682, 2171, 2738, 6417, 3240, 4356, 2432, 1882, 102]","[3976, 5718, 5910, 5386, 4834, 4380, 2072, 3442, 8332, 3626, 3844, 5383, 5718, 3200, 3263, 1882, 102]",0
109,"[98370, 112, 188, 10271, 177, 10944, 93161, 177, 112, 10323, 10893, 10590, 19353, 16222, 10855, 10473, 177, 10944, 93161, 23959, 10114, 11424, 10188, 177, 11031, 10114, 12962, 10106, 160, 46977, 10112, 10111, 177, 12174, 12888, 42216, 20003, 102]","[146, 10529, 10893, 10590, 19353, 10142, 10551, 10855, 119, 102]",2
110,"[15704, 10992, 10108, 10105, 21215, 10111, 22829, 117, 10105, 158, 119, 156, 119, 10134, 16197, 10114, 10106, 34592, 10798, 11084, 10271, 59185, 10155, 96721, 10230, 79420, 37730, 10188, 50901, 119, 102]","[10117, 10808, 12174, 32635, 10798, 11084, 10271, 10106, 83099, 10106, 10105, 10538, 112, 187, 10111, 10919, 112, 187, 119, 102]",2
111,"[69106, 11346, 10601, 82148, 15194, 10558, 10597, 117, 19087, 11057, 10601, 12334, 16807, 99142, 84724, 182, 66066, 17819, 15723, 56944, 69402, 12393, 18643, 34560, 11755, 15723, 10331, 10417, 15194, 23034, 14789, 113, 10432, 35009, 49193, 10115, 179, 17927, 14789, 114, 119, 102]","[29343, 36075, 70031, 186, 29173, 14789, 24544, 119, 102]",0
112,"[10468, 43315, 10112, 10121, 10411, 10104, 12132, 40312, 119, 102]","[34387, 35451, 10333, 169, 12132, 40312, 119, 102]",0
113,"[138, 10320, 10418, 12758, 11600, 41604, 10317, 169, 10182, 11902, 11968, 10173, 10153, 38560, 10104, 32730, 10972, 139, 118, 123, 10110, 10109, 12320, 10104, 14344, 10482, 10125, 130, 10104, 15730, 10104, 10442, 119, 102]","[138, 10320, 10418, 15449, 10153, 38560, 10104, 32730, 10972, 12368, 10553, 169, 10182, 11902, 11968, 119, 102]",0
114,"[140, 110685, 20838, 10124, 169, 48196, 21834, 117, 10111, 14178, 36326, 15107, 117, 69815, 117, 10529, 10271, 119, 102]","[30929, 12926, 10894, 30587, 104429, 14178, 36326, 12415, 119, 102]",1
115,"[11723, 14819, 10347, 30455, 19353, 10479, 46000, 10798, 10108, 12976, 10134, 19090, 10135, 10106, 10531, 11356, 11084, 10261, 12172, 11858, 119, 102]","[10357, 46000, 10261, 10134, 10105, 10893, 15042, 10169, 11178, 14932, 10108, 12976, 10134, 19090, 10135, 119, 102]",2
116,"[511, 10295, 544, 119, 26651, 11707, 11647, 10332, 64023, 11307, 132, 61149, 13686, 75812, 117, 10332, 78524, 84216, 10625, 551, 13233, 85846, 10227, 13613, 10519, 95642, 58493, 10227, 117, 91258, 42131, 13713, 15296, 118, 118, 27727, 119, 102]","[28572, 75812, 117, 10332, 78524, 84216, 10625, 551, 13613, 10519, 95642, 58493, 10227, 117, 91258, 42131, 96195, 10513, 16483, 10913, 30748, 33570, 119, 102]",1
117,"[10468, 57822, 254, 180, 112, 52418, 10104, 180, 112, 21227, 10131, 10257, 35376, 10431, 254, 180, 112, 84156, 18401, 10104, 39210, 15617, 11684, 61614, 10107, 119, 102]","[149, 112, 52418, 10840, 27198, 10131, 10109, 33093, 187, 112, 34465, 11405, 254, 87920, 10139, 57822, 180, 26617, 16946, 119, 102]",1
118,"[451, 452, 106800, 446, 96755, 89581, 26717, 475, 47664, 19531, 22752, 480, 105355, 19401, 46309, 131, 446, 101427, 12526, 117, 466, 111052, 17302, 47812, 28506, 474, 13140, 42526, 486, 31712, 17420, 111052, 17762, 37351, 23797, 119, 102]","[451, 446, 96755, 89581, 26717, 14711, 11883, 31796, 13140, 111052, 12649, 37864, 71994, 119, 102]",2
119,"[10861, 17651, 756, 79130, 11884, 12009, 80251, 60836, 12427, 12427, 28971, 10861, 752, 21513, 829, 13437, 16152, 781, 26330, 11086, 10861, 101414, 79130, 11884, 12009, 80251, 102]","[16152, 40634, 788, 38901, 11852, 11076, 76636, 21735, 752, 79130, 11884, 12009, 80251, 47030, 12427, 16267, 784, 15714, 30745, 10861, 119, 102]",2
120,"[14864, 17704, 33414, 12742, 38606, 10142, 100139, 117, 19085, 10111, 10635, 31782, 10107, 117, 16511, 18849, 117, 72378, 20694, 105276, 117, 10111, 69312, 13405, 10111, 20694, 105276, 119, 102]","[138, 28044, 11465, 11710, 10111, 19085, 10301, 10105, 10422, 109975, 17585, 10135, 10105, 17704, 33414, 119, 102]",1
121,"[78195, 53720, 76412, 29613, 117, 478, 69901, 31712, 14388, 480, 15233, 43140, 16853, 87276, 28506, 14740, 492, 28280, 11351, 11068, 469, 16853, 76597, 21263, 483, 14669, 23514, 31625, 87276, 92617, 10358, 11068, 486, 19582, 37528, 16853, 47812, 28506, 11883, 86576, 119, 102]","[450, 69901, 31712, 34520, 465, 29223, 42336, 64089, 477, 60846, 17302, 47812, 27835, 12526, 11351, 11883, 31796, 62913, 16146, 37864, 67539, 474, 13140, 62913, 99660, 119, 102]",2
122,"[11995, 12128, 52742, 13136, 11316, 117, 14506, 474, 31712, 23514, 31712, 53941, 53720, 84236, 59595, 27851, 10781, 48752, 469, 33906, 13140, 15751, 45702, 79472, 23514, 54783, 483, 14669, 42127, 20146, 94007, 117, 82161, 11698, 96058, 11361, 36984, 10470, 454, 13140, 68869, 75694, 17420, 23487, 104195, 70887, 10720, 479, 31625, 19329, 97073, 67195, 467, 108350, 12526, 100695, 13140, 39297, 11262, 49814, 119, 102]","[15503, 471, 62913, 13517, 31625, 19038, 16853, 10358, 471, 485, 31625, 23487, 35670, 19394, 117, 483, 14669, 12649, 47664, 75694, 110785, 72091, 10720, 10649, 480, 20660, 29708, 11361, 481, 21263, 30714, 16146, 57317, 26954, 15177, 17420, 111052, 17762, 37351, 24763, 480, 31712, 25099, 28388, 10356, 12128, 52742, 13136, 11316, 119, 102]",1
123,"[10210, 90780, 752, 79556, 786, 26725, 12497, 10210, 26513, 16578, 11843, 32388, 95756, 763, 786, 77028, 89190, 100, 766, 56544, 10700, 752, 11797, 788, 18749, 63289, 23007, 59901, 54055, 100455, 10863, 59901, 15386, 39197, 10658, 11693, 791, 13154, 65056, 10765, 752, 791, 28485, 59901, 12616, 76032, 119, 102]","[41684, 40305, 13879, 69051, 11326, 32576, 79556, 786, 26725, 12497, 63452, 10742, 100455, 10863, 59901, 15386, 42513, 12700, 11702, 793, 34733, 10742, 59901, 15386, 11687, 10658, 11693, 119, 102]",1
124,"[10576, 10105, 12153, 10108, 10105, 33365, 11859, 18573, 10124, 10105, 14087, 16199, 14907, 28634, 10155, 10105, 18801, 10108, 77086, 117, 16065, 10114, 10319, 10301, 10105, 19602, 10108, 10105, 11982, 80482, 10238, 23187, 119, 102]","[11723, 10301, 10192, 19602, 26877, 10188, 10105, 11859, 18573, 119, 102]",2
125,"[258, 29389, 10953, 10140, 91996, 10168, 117, 11064, 10128, 24452, 10106, 17111, 25343, 10128, 73592, 84380, 69436, 102]","[101106, 11583, 117, 11064, 10128, 73592, 24452, 10136, 10726, 54122, 82927, 56109, 10762, 117, 10134, 10128, 47473, 10304, 89413, 13289, 136, 102]",1
126,"[14535, 13028, 10301, 67605, 10114, 42671, 28446, 18694, 69463, 117, 10105, 31156, 55888, 10116, 13740, 112, 10131, 11759, 29494, 10354, 10106, 59761, 10589, 11962, 11337, 59816, 13028, 119, 102]","[10117, 31156, 55888, 10116, 13740, 112, 10131, 11759, 29494, 10354, 10124, 10105, 10893, 11192, 10114, 42671, 28446, 18694, 69463, 119, 102]",1
127,"[19372, 43550, 23435, 136, 107, 102]","[22034, 10271, 43550, 23435, 136, 102]",0
128,"[64820, 32001, 10752, 72537, 10913, 18221, 56200, 52399, 23879, 18235, 117, 10949, 50185, 10205, 23565, 73899, 16111, 17601, 10122, 27796, 33580, 16346, 12719, 33023, 11191, 97747, 13564, 117, 10791, 13248, 69913, 12268, 117, 14028, 96195, 10746, 78465, 25471, 60982, 10710, 11921, 18613, 83647, 117, 10439, 10513, 35415, 16320, 10993, 17601, 10949, 555, 13873, 97566, 10384, 558, 60297, 49867, 119, 102]","[36886, 76794, 23565, 10332, 14149, 42131, 10122, 10234, 14360, 18106, 56934, 33023, 11191, 97747, 13564, 119, 102]",0
129,"[33319, 10105, 10551, 19838, 15980, 10119, 43995, 10336, 10155, 29547, 117, 10531, 10134, 10978, 10114, 15453, 23590, 119, 102]","[10117, 10551, 19838, 12172, 10472, 10529, 169, 18271, 10948, 11345, 119, 102]",0
130,"[109782, 12145, 29918, 10944, 10347, 12558, 15217, 14446, 119, 102]","[109782, 12145, 29918, 10301, 14794, 10108, 11178, 15217, 119, 102]",2
131,"[15946, 47368, 53187, 18195, 10379, 11337, 10347, 27039, 10114, 32198, 14155, 11787, 117, 39171, 117, 10111, 40970, 17850, 119, 102]","[10666, 52473, 10162, 53187, 18195, 10301, 27039, 10114, 32198, 14155, 11787, 117, 39171, 10111, 25744, 102]",0
132,"[7709, 4075, 4380, 2072, 2102, 2756, 2204, 7649, 4511, 2555, 7687, 2111, 7139, 4482, 3037, 10064, 4340, 7069, 5900, 10064, 7863, 3663, 2833, 7138, 4335, 2890, 2090, 4482, 4514, 5718, 5488, 2202, 2649, 3086, 3600, 10064, 4380, 2072, 2102, 5515, 3898, 5718, 2104, 7641, 6036, 1882, 102]","[7709, 4075, 4380, 2104, 7641, 6036, 5718, 8505, 7724, 1882, 102]",1
133,"[17866, 474, 43905, 15860, 41246, 11099, 483, 30618, 35790, 119, 102]","[444, 13140, 480, 47664, 58284, 41246, 29604, 53010, 14296, 483, 30618, 35790, 119, 102]",2
134,"[12128, 117, 10106, 56617, 10336, 10944, 10219, 61328, 34181, 11387, 10472, 96881, 10105, 21274, 10108, 100332, 10162, 24538, 69454, 119, 102]","[41922, 81502, 24538, 69454, 30811, 11426, 17981, 11084, 10106, 56617, 10336, 11345, 10169, 10944, 10219, 61328, 34181, 119, 102]",1
135,"[10117, 11165, 10894, 10347, 20027, 10146, 17468, 106925, 14926, 28780, 26127, 47133, 17883, 12929, 110015, 10105, 10173, 69302, 20570, 70808, 10108, 10105, 14492, 14581, 10473, 10472, 10106, 16080, 26610, 10108, 10474, 38483, 17163, 119, 102]","[10117, 11165, 10894, 10347, 12742, 10106, 16080, 26610, 53047, 10105, 55965, 17163, 10108, 10105, 16293, 12047, 119, 102]",2
136,"[39527, 10143, 93495, 26331, 10243, 23722, 30297, 10113, 113, 62483, 132, 126, 19573, 114, 131, 33396, 10108, 34387, 21084, 10161, 10242, 90928, 12783, 10111, 10105, 34852, 10108, 52807, 10149, 37261, 119, 102]","[107, 30789, 10107, 10108, 34387, 21084, 10161, 10143, 90928, 12783, 10111, 10105, 34852, 10108, 52807, 10149, 37261, 107, 10124, 39486, 126, 119, 102]",1
137,"[33939, 36228, 18643, 41382, 10331, 143, 11490, 85771, 11755, 47945, 59660, 22673, 12420, 14331, 30264, 17522, 31062, 26683, 10447, 22808, 16851, 17600, 11182, 16188, 16117, 179, 10237, 50909, 18928, 117, 12552, 14294, 14373, 10447, 42897, 22380, 11213, 30162, 19168, 119, 102]","[67123, 30264, 17522, 31062, 26683, 10447, 22808, 16851, 11213, 10476, 59324, 17522, 15686, 21217, 16244, 14393, 25331, 143, 11490, 85771, 119, 102]",0
138,"[441, 12649, 37864, 12311, 465, 35670, 62913, 20736, 16853, 11476, 58317, 18532, 14669, 29223, 31712, 43434, 51056, 117, 12311, 485, 31625, 76423, 37351, 23797, 11476, 62567, 483, 15233, 104729, 21999, 11351, 10649, 480, 33635, 111053, 104625, 11180, 474, 13517, 16146, 14669, 37351, 13140, 22413, 486, 60846, 18015, 26086, 10781, 12311, 70887, 24739, 108322, 31796, 17302, 33906, 16462, 119, 102]","[80376, 468, 57483, 41246, 485, 31625, 76423, 37351, 23797, 463, 12311, 70887, 24739, 42630, 466, 13517, 21183, 55237, 22752, 483, 44435, 27621, 43437, 119, 102]",2
